# 这是接口或订阅源的白名单，白名单内的接口或订阅源获取的接口将不会参与测速，优先排序至结果最前。
# 填写频道名称会直接保留该记录至最终结果，如：CCTV-1,接口地址，只填写接口地址则对所有频道生效，多条记录换行输入。
# This is the whitelist of the interface or subscription source. The interface in the whitelist or the interface obtained by the subscription source will not participate in the speed measurement and will be prioritized in the result.
# Filling in the channel name will directly retain the record to the final result, such as: CCTV-1,url, only fill in the interface address will be effective for all channels, multiple records newline input.
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-3.ctv
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
凤凰资讯,http://wouu.net:9977/rtp/239.93.0.118:2191?Cf=cfss.cc
凤凰资讯,http://60.164.128.167:8029/rtp/239.255.30.70:8231
凤凰资讯,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://www.terrykang.cn:5678/sxg.php?id=test2_4000
凤凰资讯,https://stream1.freetv.fun/a5857ad51b58a0f7a8c9cbdf291571692b0eed9f5ab2cfce97a211260533c0d8.m3u8
凤凰资讯,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu002-golive.flv
凤凰资讯,http://146.56.153.245:20121/bysid/257
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://www.erbao1981.top:8188/udp/239.76.246.134:1234
凤凰资讯,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixinfo_hd
凤凰资讯,http://wouu.net:9977/udp/239.93.0.118:2191
凤凰资讯,http://wouu.net:9977/udp/239.93.1.4:2191
凤凰资讯,http://171.38.42.112:8181/tsfile/live/1000_1.m3u8
凤凰资讯,http://171.38.66.46:8181/tsfile/live/1000_1.m3u8
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8
凤凰资讯,http://171.38.66.46:8181/tsfile/live/1015_1.m3u8
凤凰资讯,http://59.127.17.227:8576/http/61.67.128.137:8078/hls/20/80/phoenixif.m3u8
凤凰资讯,p3p://108.181.32.169:51690/641022be000e5cc69861ad4f5a025336
凤凰资讯,https://stream1.freetv.fun/2a72335a63dd0749c5a32d1bf1b0c001a81a26cc81d7e94534791d36f2c87d7d.ctv
凤凰资讯,http://udnhls.skilldns.com:80/fhzx-cn.m3u8
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.246.134:1234
凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.253.134:9000
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?key=txiptv
凤凰资讯,https://stream1.freetv.fun/bfd140266f0bc1d9689c8cca261521038b45d662a160a3785d45d074b26899c2.m3u8
凤凰资讯,https://stream1.freetv.fun/5fb13a1ac8acfc0fbc7121568b65c78e0383919949c35c2a7f278a1ddd081e2b.m3u8
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-1.m3u8
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-13.m3u8
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-15.ctv
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-20.ctv
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-21.ctv
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-22.ctv
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-3.ctv
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-6.m3u8
凤凰资讯,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzx
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://wo.xiang.lai.ge.bi.jiao.chang.de.yu.ming.wan.wan.jie.xi.bu.zhi.dao.ke.bu.ke.xing.hk3.345888.xyz.cdn.cloudflare.net/gt/aktv.php?variable=null-4
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-4.ctv
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-11.ctv
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-25.ctv
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-16.m3u8
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-23.ctv
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-2.ctv
凤凰卫视,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixtv_hd
凤凰卫视,https://stream1.freetv.fun/08e5440bb83a804440e341ae792cffc38d6844b04d5a2c7a4fc5ee04a6fe6bc6.m3u8
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
翡翠台,https://pi.0472.org/tv/fct.php?auth=230918
翡翠台,http://119.125.134.206:9902/tsfile/live/1007_1.m3u8
翡翠台,http://171.38.42.112:8181/tsfile/live/1049_1.m3u8
翡翠台,http://119.125.134.225:9902/tsfile/live/1007_1.m3u8
翡翠台,http://119.125.134.201:9901/tsfile/live/1035_1.m3u8
翡翠台,http://163.177.122.125:9901/tsfile/live/1006_1.m3u8
翡翠台,http://171.38.66.46:8181/tsfile/live/1049_1.m3u8
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://209.141.54.128:52055/mytvsuper/J
翡翠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxA5oJl8b5Icz-0MXK7POxcc/ts
翡翠台,https://stream1.freetv.fun/ba009d94229ed40a5d9289178463fba7aa31fb0622f8ab2d66c01147828743ab.m3u8
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://r.jdshipin.com/qrfbg
翡翠台,http://r.jdshipin.com/GeWKr?id=fct406
翡翠台,http://r.jdshipin.com/GeWKr?id=fct720
翡翠台,https://4gtv.mytvsuper.xyz/mytvsuper/J
翡翠台,https://stream1.freetv.fun/fei-cui-2.ctv
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
翡翠台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941619&extension=ts&play_token=p2yEuU1aFS
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,https://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8
翡翠台,http://58.250.155.2:8180/TV00000000000000000032@HHZT
翡翠台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah005-golive.flv
翡翠台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3
翡翠台,http://r.jdshipin.com/n90gt
翡翠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=53
翡翠台,http://fm1077.serv00.net/Smart.php?id=jade_twn
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
翡翠台,http://beishan008.asuscomm.com:8889/bysid/1.m3u8
翡翠台,http://223.244.26.190:8082/tvb翡翠.盗源者死全家/易發TV/hls.m3u8
翡翠台,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8
无线华丽,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Wlt
无线华丽,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvbjade
无线华丽,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线华丽,http://php.jdshipin.com:8880/smt.php?id=Wlt
无线华丽,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
无线功夫,p3p://108.181.32.169:51690/6411291b0004b01b9c62861646d00929
无线功夫,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn  
翡翠台,p3p://108.181.32.169:51690/6533f6560002787f2d01338b57197695  
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct  
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2  
明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8  
明珠台,http://119.125.134.225:9902/tsfile/live/1009_1.m3u8  
明珠台,http://119.125.134.206:9902/tsfile/live/1009_1.m3u8  
明珠台,http://119.125.134.201:9901/tsfile/live/1030_1.m3u8  
明珠台,http://209.141.54.128:52055/mytvsuper/P  
明珠台,http://r.jdshipin.com/GeWKr?id=mzt720  
明珠台,http://php.jdshipin.com:8880/iptv.php?id=mzt  
明珠台,http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8  
明珠台,https://stream1.freetv.fun/ming-zhu-3.ctv  
明珠台,https://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8  
明珠台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah008-golive.flv  
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn  
明珠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxEzv3SLBhKEUmYG73triGDY/ts  
星河台,http://aktv.top/AKTV/live/aktv2/tvb/AKTV.m3u8  
星河台,http://1b6467f415.iok.la:9931/tsfile/live/1008_1.m3u8  
星河台,http://163.177.122.125:9901/tsfile/live/1005_1.m3u8  
星河台,http://php.jdshipin.com/smt.php?id=Xinhe  
星河台,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe  
星河台,p3p://108.181.32.169:51690/641021c50003c5af985dddf037af353c  
星河台,p3p://108.181.32.169:51690/641021e900026b0f985e6a374d7d56bb  
星河台,http://php.jdshipin.com:8880/smt.php?id=Xinhe  
星河台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxh  
星河台,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8  
星河台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571186&extension=ts&play_token=HnxccIWiNo  
星河台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941620&extension=ts&play_token=TBgeJuh42H  
星河台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=153506&extension=ts&play_token=miEIuxsBcN  
无线新闻,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8  
无线新闻,http://aktv.top/AKTV/live/aktv2/null-1/AKTV.m3u8  
无线新闻,http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8  
无线新闻,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=inews_twn  
无线新闻,https://stream1.freetv.fun/678d877ac436471c003e6f566eaa81b022de75dca45be60e1660efbf223765ca.m3u8  
无线新闻,http://cdn9.1689.us.kg/smt1.1.php?id=inews_twn  
无线新闻,http://php.jdshipin.com/smt.php?id=inews_twn  
无线新闻,p3p://108.181.32.169:51690/6533fd5600043bdb2d1c8c0729c35d0c  
无线新闻,p3p://108.181.32.169:51690/6533f9fb00006d352d0f6f9235041f8d  
无线新闻,p3p://108.181.32.169:51690/66c414110003f1f047eb7cb30cd84a38  
无线新闻,http://r.jdshipin.com/CkuBd  
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt  
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn  
无线新闻,http://cdn.iptv8k.top/dl/jspd.php?id=2  
无线新闻,https://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8  
无线新闻,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah006-golive.flv  
无线新闻,https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40  
娱乐新闻台,p3p://108.181.32.169:51690/64102219000c6f74985f28485a5a5799  
娱乐新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw  
娱乐新闻台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah009-golive.flv  
娱乐新闻台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2  
千禧经典台,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic  
千禧经典台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00a13-golive.flv  
黄金翡翠台,p3p://108.181.32.169:51690/64206c63000c3a90d801201c5fe2483a  
黄金翡翠台,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah00a11-golive.flv  
黄金翡翠台,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8  
VIU,http://aktv.top/AKTV/live/aktv2/viutv99/AKTV.m3u8
VIU,p3p://108.181.32.169:51690/641021400008eb86985bd7b90b510a5b
VIU,p3p://108.181.32.169:51690/6410215d000ad4ca985c497e192b3552
VIU,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
VIU,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
VIU,http://r.jdshipin.com/vSJvl
VIU,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
VIUTV-英,http://aktv.top/AKTV/live/aktv2/viutv696/AKTV.m3u8
nowsports,p3p://108.181.32.169:51690/64b8f92b000089e02be334b114c32320
nowsports,p3p://108.181.32.169:51690/64100a6b000527e19802a6b80be147fa
nowsports,p3p://108.181.32.169:51690/6410211d00048968985b4de16d6e5b6a
nowsports,p3p://108.181.32.169:51690/643361f20007b9a9220fabfc3001244e
nowsports,p3p://108.181.32.169:51690/6433621d000d9c3522105573223958e1
nowsports,p3p://108.181.32.169:51690/6437999f00025f983289265f38ef3722
nowsports,p3p://108.181.32.169:51690/643799aa000e7bac3289547135e05a80
nowsports,p3p://108.181.32.169:51690/643799bb00044f193289943e2e5f6ac1
nowsports,p3p://108.181.32.169:51690/643799ca000a29a43289d0542d57262c
nowsports,https://stream1.freetv.fun/nowsports-1.ctv
Now星影,http://aktv.top/AKTV/live/aktv2/now/AKTV.m3u8
Now星影,http://aktv.top/AKTV/live/aktv/now/AKTV.m3u8
Now爆谷,http://aktv.top/AKTV/live/aktv2/now-1/AKTV.m3u8
Now爆谷,https://tv.mytvsuper.xyz/1/baogutai/baogu.m3u8
Now爆谷,http://205.185.123.236:8899/1/baogutai/baogu.m3u8
NOW新闻,p3p://108.181.32.169:51690/6410254c0006df63986ba60f292a7500
NOW财经,p3p://108.181.32.169:51690/641020d00004bf91985a212731011c3c
TVBS新闻,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
TVBS新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv072
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts
TVBS新闻,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941622&extension=ts&play_token=E9ymAxKoVJ
TVBS新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv072
TVBS新闻,http://aktv.top/AKTV/live/aktv3/null-2/AKTV.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571185&extension=ts&play_token=wD7CZpooiF
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941621&extension=ts&play_token=vFR5CkmzbA
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
TVBS欢乐,http://litv.zapi.us.kg/?id=4gtv-4gtv068
TVBS欢乐,https://litv.zapi.us.kg/?id=4gtv-4gtv068
美亚电影,http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
美亚电影,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=meiyamovie_twn
美亚电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
美亚电影,p3p://108.181.32.169:51690/642525310003ad3cea72ca2155c734c3
美亚电影,p3p://108.181.32.169:51690/6410224e00097a01985ff68e53d22e70
美亚电影,https://stream1.freetv.fun/mei-ya-dian-ying-2.ctv
美亚电影,http://ku9.fr.to/smt.php?id=meiyamovie_twn
千禧经典,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8
千禧经典,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvbclassic
千禧经典,https://tv.mytvsuper.xyz/astro/qianxi/qianxi.m3u8
千禧经典,http://205.185.123.236:8899/astro/qianxi/qianxi.m3u8
千禧经典,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbclassic
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
千禧经典,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
千禧经典,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571197&extension=ts&play_token=S0w0stULcO
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
三立新闻iNEWS,https://dingyue.mytvsuper.xyz/oufei/ofiii_all.php?id=iNEWS
三立新闻,http://aktv.top/AKTV/live/aktv/null-14/AKTV.m3u8
三立新闻,http://wo.xiang.lai.ge.bi.jiao.chang.de.yu.ming.wan.wan.jie.xi.bu.zhi.dao.ke.bu.ke.xing.hk3.345888.xyz.cdn.cloudflare.net/gt/aktv.php?variable=null-14
三立新闻,http://59.127.17.227:8543/http/61.67.128.137:8081/hls/65/807/ch18.m3u8
三立新闻,p3p://108.181.32.169:51690/64251e23000bcd04ea573d7c0f0a002e
三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
三立新闻,https://stream1.freetv.fun/san-li-xin-wen-5.ctv
三立新闻,https://stream1.freetv.fun/san-li-xin-wen-4.m3u8
三立新闻,https://stream1.freetv.fun/san-li-xin-wen-3.m3u8
三立台湾,p3p://108.181.32.169:51690/64251e5e0003388bea5821c268061bfb
三立台湾,https://stream1.freetv.fun/san-li-tai-wan-5.m3u8
三立都会,http://59.127.17.227:8528/http/61.67.128.137:8081/hls/65/807/ch19.m3u8
三立都会,p3p://108.181.32.169:51690/64251e7300064780ea587492773a63cc
三立都会,http://ku9.fr.to/smt.php?id=sanlidouhui
三立都会,https://stream1.freetv.fun/san-li-du-hui-5.m3u8
三立综合,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8
三立综合,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sanlizhonghe
三立综合,p3p://108.181.32.169:51690/64251e49000e34e7ea57d28a25014df2
三立综合,https://aktv.top/AKTV/live/aktv/null13/AKTV.m3u8
台视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv051
