☘️广东频道,#genre#
湖北卫视,http://web9916.w.computerqwq.cf/jzb.php?id=hbws&公众号
黑龙江卫视,http://web9916.w.computerqwq.cf/jzb.php?id=hljws&公众号
安徽卫视,http://web9916.w.computerqwq.cf/jzb.php?id=ahws&公众号
重庆卫视,http://goo.bkpcp.top/mg/cqws
重庆卫视,http://web9916.w.computerqwq.cf/jzb.php?id=cqws&公众号
东方卫视,http://goo.bkpcp.top/mg/dfws
甘肃卫视,http://goo.bkpcp.top/mg/gsws
广西卫视,http://goo.bkpcp.top/mg/gxws
广西卫视,http://web9916.w.computerqwq.cf/jzb.php?id=gxws&公众号
贵州卫视,http://goo.bkpcp.top/mg/gzws
贵州卫视,http://web9916.w.computerqwq.cf/jzb.php?id=gzws&公众号【医工学习日志】
海南卫视,http://goo.bkpcp.top/mg/hinws
海南卫视,http://web9916.w.computerqwq.cf/jzb.php?id=hainws&公众号
河南卫视,http://goo.bkpcp.top/mg/hnws
吉林卫视,http://goo.bkpcp.top/mg/jlws
吉林卫视,http://web9916.w.computerqwq.cf/jzb.php?id=jlws&公众号
江苏卫视,http://goo.bkpcp.top/mg/jsws
江苏卫视,http://web9916.w.computerqwq.cf/jzb.php?id=jsws&公众号
江西卫视,http://goo.bkpcp.top/mg/jxws
辽宁卫视,http://goo.bkpcp.top/mg/lnws
内蒙古卫视,http://goo.bkpcp.top/mg/nmws
内蒙古卫视,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
宁夏卫视,http://goo.bkpcp.top/mg/nxws
青海卫视,http://goo.bkpcp.top/mg/qhws
山东卫视,http://goo.bkpcp.top/mg/sdws
陕西卫视,http://goo.bkpcp.top/mg/sxws
陕西卫视,http://web9916.w.computerqwq.cf/jzb.php?id=sxws&公众号
四川卫视,http://web9916.w.computerqwq.cf/jzb.php?id=scws&公众号
深圳卫视,http://web9916.w.computerqwq.cf/jzb.php?id=szws&公众号
天津卫视,http://web9916.w.computerqwq.cf/jzb.php?id=tjws&公众号
西藏卫视,http://goo.bkpcp.top/mg/xzws
新疆卫视,http://goo.bkpcp.top/mg/xjws
云南卫视,http://goo.bkpcp.top/mg/ynws

🌊港·澳·台,#genre#

🎬电影频道,#genre#
CHC家庭影院,http://goo.bkpcp.top/mg/chcjt
CHC动作电影,http://goo.bkpcp.top/mg/chcdz

🕘️更新时间,#genre#
2025-06-04 17:17:17,http://livezhpd.czbtv.com:38880/live/ctvzhpd.m3u8?secret=czbtv20250301
